EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010538200,EDGECOMB WOODS,% AVESTA,307 CUMBERLAND AVE,PORTLAND,ME,04101-4920,0000,03,3,1000,200101,1,15,000000000,1,01,202312,6,4,01,0,12,1645667,240878,240878,L22,
010538232,BIG ROCK,% JOHN S UPTON,PO BOX 1001,MARS HILL,ME,04758-1001,0000,03,3,1000,200206,1,16,000000000,1,01,202404,6,6,01,0,04,2935603,1208219,1137573,N30,
010538305,BEALS HOSPITALITY HOUSE,% DIANA GEHRING,1 VA CTR,TOGUS,ME,04330-6795,0000,03,3,1000,201409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
010538427,MATAGAMON LAKE ASSOCIATION INC,% DONALD DUDLEY,PO BOX 676,PATTEN,ME,04765-0676,0000,03,3,1000,200104,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,D30,
010538501,BEACON CHARITABLE CORPORATION,% JOANNE CROFT,PO BOX 668,ALFRED,ME,04002-0668,0000,03,3,1000,200105,1,16,000000000,1,01,202404,4,2,02,0,04,110315,19229,19229,T30,
010538528,THE SEACOAST DIVISION OF THE NMRA,,11 HIGH MEADOW LN,AMHERST,NH,03031-2554,0000,03,3,2000,202007,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,T50,
010538534,BANGOR NURSING & REHABILITATION CENTER,% ROGER DUMONT,103 TEXAS AVE,BANGOR,ME,04401-4324,0000,03,3,1000,200108,1,15,000000000,1,01,202312,6,7,01,0,12,2083410,7816778,7816778,E91,
010538609,LOAVES AND FISHES FOOD PANTRY,% JACQUELINE THURBER,PO BOX 1672,ELLSWORTH,ME,04605-5172,0000,03,3,1000,200012,1,15,000000000,1,01,202312,6,5,01,0,12,1340843,621247,602973,K31,
010538683,EMC AFFORDABLE HOUSING PRESERVATION,% EMERALD MANAGEMENT,752 MAIN ST,WESTBROOK,ME,04092-3417,0000,03,3,1000,200103,1,16,000000000,1,01,202406,6,5,01,0,06,3516916,797032,797032,L21,
010538690,MORSES FELINE RESCUE FOUNDATION,% DIANE MORSE,PO BOX 135,MILFORD,ME,04461-0135,0000,03,3,1240,200103,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
010538753,ABBOT MEMORIAL LIBRARY BOARD OF TRUSTEES,,1 CHURCH ST,DEXTER,ME,04930-1318,0000,03,3,1000,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B117,
010538761,VINEYARD CHRISTIAN FELLOWSHIP MID-COAST,% STEVE SHAW,PO BOX 238,EDGECOMB,ME,04556-0238,0000,03,3,7000,200102,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010538807,DURHAM MONTHLY MEETING OF FRIENDS,,532 QUAKER MEETING HOUSE RD,DURHAM,ME,04222-5422,6419,03,9,7000,194303,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
010538921,FRYEBURG RECREATION DEPARTMENT INC,,PO BOX 152,FRYEBURG,ME,04037-0152,0000,03,3,1000,200102,1,15,000000000,1,01,202312,6,4,01,0,12,2475060,444697,381323,N30,
010539071,FREEDOM HISTORICAL SOCIETY,% MYRICK CROSS,PO BOX 52,FREEDOM,ME,04941-0052,0000,03,3,1000,201410,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,A80,
010539085,WALPOLE UNION CHAPEL,% ROBERT TOPPER,PO BOX 121,WALPOLE,ME,04573-0121,0000,03,3,2000,202310,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A54,
010539222,MAINESTREAM FINANCE,,PO BOX 1162,BANGOR,ME,04402-1162,0000,03,3,1000,200103,1,15,000000000,1,01,202309,7,4,01,0,09,6908881,484821,484821,S43,
010539280,LORETTA VOYER FUND,% CHERYL A MINER,152 BRACKETT AVE,PEAKS ISLAND,ME,04108-1223,0000,03,3,1000,201308,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
010539296,CAMP CLEARWATERS,% JO ANNE CANNELL,15 CHURCH ST,GRAND LK STRM,ME,04668-4062,0000,03,3,1000,200110,1,15,000000000,1,01,202408,0,0,02,0,08,0,0,0,P99,
010539312,BRUNSWICK-TRINIDAD SISTER CITY ASSOCIATION,% TINA PHILLIPS,115 STORER RD,BRUNSWICK,ME,04011-3537,0000,03,3,1000,200112,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,Q21,
010539383,PARIS HILL COMMUNITY ASSOCIATION INC,,PO BOX 109,PARIS,ME,04271-0109,0000,03,3,2000,201504,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B11,
010539514,MAINE CHESS ASSOCIATION INC,% MICHAEL DUDLEY,499 BROADWAY,BANGOR,ME,04401-3460,0000,03,3,2100,200201,1,15,000000000,1,01,202308,0,0,02,0,08,0,0,0,B12,
010539524,SEA OTTER FOUNDATION,% LOUISE H MURPHY,39 COVESIDE LN,YARMOUTH,ME,04096-5354,0000,03,3,1000,200108,1,04,000000000,1,01,202312,3,3,00,1,12,78304,52587,,T22,
010539652,GREELY HOCKEY BOOSTERS CLUB,% JILL O CONNOR,PO BOX 546,CUMBERLAND,ME,04021-0546,0000,03,3,1000,200110,1,16,000000000,1,01,202404,4,4,01,0,04,117761,106150,88861,B11,
010539670,GINN FAMILY FOUNDATION,% GINN REAL ESTATE LLC,220 MAINE MALL ROAD,SOUTH PORTLAND,ME,04106-2313,0000,03,3,1000,200206,1,04,000000000,1,01,202312,6,3,00,1,12,2396439,69913,,T21,
010539738,MAINE FIBERARTS,% CHRISTINE MACCHI,PO BOX 404,BRUNSWICK,ME,04011-0404,0000,03,3,2000,200203,1,15,000000000,1,01,202312,2,3,01,0,12,19563,62166,60346,A400,
010539771,THREE RIVERS LAND TR,% THOMAS CASHIN,PO BOX 295,ALFRED,ME,04002-0295,0000,03,3,1000,200105,1,16,000000000,1,01,202312,6,4,01,0,12,3370386,214866,214866,C34,
010539790,JACK AND DEBORAH DAW HEFFERNAN FOUNDATION,% EBEN ADAMS,16 WAUMBECKKET WAY,BRIDGTON,ME,04009-4326,0000,03,3,1000,200104,1,04,000000000,1,01,202312,4,3,00,1,12,334806,36584,,T20,
010539901,EAGLE HILL FOUNDATION,,PO BOX 9,STEUBEN,ME,04680-0009,0000,03,3,2000,200207,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A70,
010539905,PROJECT MANAGEMENT INSTITUTE,% MEGAN ADAMS,PO BOX 3114,PORTLAND,ME,04104-3114,3735,06,9,2000,200104,0,00,000000000,5,01,202412,0,0,02,0,12,0,0,0,,MAINE CHAPTER
010539991,ISLAND ROVER FOUNDATION,% HAROLD ARNDT,93 MAQUOIT DR,FREEPORT,ME,04032-6319,0000,03,3,1000,200105,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,C99,
010540044,DAMARISCOTTA HISTORICAL SOCIETY,% WILLIAM E MCNIFF,PO BOX 1154,DAMARISCOTTA,ME,04543-1154,0000,03,3,2000,200412,1,16,000000000,1,01,202309,4,3,01,0,09,351224,79119,75692,A80,
010540056,RENAISSANCE VOICES INC,,PO BOX 10666,PORTLAND,ME,04104-6066,0000,03,3,1000,200105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A6B,
010540175,EMMAUS TEAMS,% DALE CARLSON,8 PINE RIDGE RD,CUMB FORESIDE,ME,04110-1413,0000,03,3,1000,200301,1,15,000000000,1,01,202312,3,1,02,0,12,50925,9023,9023,X99,
010540180,HOSPICE OF SOUTHERN MAINE,% DARYL J CADY,390 US ROUTE 1,SCARBOROUGH,ME,04074-6713,0000,03,3,1000,200106,1,15,000000000,1,01,202312,8,8,01,0,12,28695782,23395055,22537304,P74,
010540292,KONBIT SANTE CAP-HAITIEN HEALTH,% KONBIT SANTE CAP HAITIEN HEALTH P,362 US ROUTE 1,FALMOUTH,ME,04105-1312,0000,03,3,1000,200604,1,15,000000000,1,01,202309,5,5,01,0,09,535368,897177,897177,Q30,
010540393,BARMORE FUND,% DONNA B BARMORE,93 GOVERNORS POINT RD,HARPSWELL,ME,04079-4339,0000,03,3,1000,200204,1,04,000000000,1,01,202312,5,4,00,1,12,559383,156296,,T22,
010540524,PENINSULA PAN,% PETER DODGE,PO BOX 44,BERNARD,ME,04612-0044,0000,03,3,1200,200107,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A68,PETER DODGE-GRINDLE AGENCY
010540532,ERNIE AYER AVIATION EDUCATION FOUNDATION,% TERESA AYER,1 CHANNEL ROCK LN,CUMB FORESIDE,ME,04110-1324,0000,03,3,2000,200102,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
010540629,WAYSIDE THEATRE,% JUNE WOODMAN,60 CROCKETT RD,DEXTER,ME,04930-2404,0000,03,3,1000,200202,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A65,
010540893,YARMOUTH BASEBALL BOOSTERS,% JEFF COOK,20 DOGWOOD LN,YARMOUTH,ME,04096-4400,0000,03,3,1000,201407,1,16,000000000,5,01,202409,0,0,02,0,09,0,0,0,B11,
010540911,TESSA LEE LIBBY TREATMENT CENTER,% JANICE NELSON,276 RAZORVILLE RD,WASHINGTON,ME,04574-3817,0000,03,3,1000,200112,1,16,000000000,1,01,202312,5,4,01,0,12,695819,282801,282801,F30,
010540956,SENIOR COLLEGE AT BELFAST,% DAVID CHRISTENSEN,PO BOX C,BELFAST,ME,04915-0600,0000,03,3,2000,200111,1,16,000000000,1,01,202306,4,2,02,0,06,366790,23981,23981,B03,
010540981,COMMUNITY CONCEPTS FINANCE CORP,% MATTHEW SMITH,240 BATES ST,LEWISTON,ME,04240-7330,0000,03,3,1000,200304,1,15,000000000,1,01,202309,8,6,01,0,09,12510089,2055844,2055844,L20,
010540992,FARM CREDIT OF MAINE FLCA,,615 MINOT AVE,AUBURN,ME,04210-4052,0000,01,3,1000,200106,0,00,000000000,1,01,,0,0,07,0,12,,,,W22,
010541068,MAINE FRANCO-AMERICAN GENEALOGICAL SOCIETY,% NORMAND LAMIE,217 TURNER ST,AUBURN,ME,04210-6092,0000,03,3,2000,200306,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A80,
010541131,DOWN EAST LAKES LAND TR,,137 MILFORD RD,GRAND LK STRM,ME,04668-4016,0000,03,3,1000,200112,1,15,000000000,1,01,202312,8,6,01,0,12,30087621,1025423,805891,C340,
010541280,SUMMER FESTIVAL OF THE ARTS,,PO BOX 58,SOUTHWEST HBR,ME,04679-0058,0000,03,3,1000,200204,1,15,000000000,1,01,202409,1,4,01,0,09,3470,127013,124131,A99,
010541434,YARMOUTH SOCER BOOSTERS,,449 W ELM ST,YARMOUTH,ME,04096-8126,0000,03,3,1200,201708,1,15,000000000,1,01,202405,0,0,02,0,05,0,0,0,N11,
010541474,OPEN BOOK PLAYERS,% ANDY TOLMAN,53 HIGHLAND HTS,WINTHROP,ME,04364-1508,0000,03,3,2100,200203,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A61,
010541478,MAINE CONSERVATION ALLIANCE,% MAUREEN DROUIN,320 WATER ST FLOOR 2,AUGUSTA,ME,04330-4644,0000,03,3,1000,200106,1,15,000000000,1,01,202312,5,6,01,0,12,973675,1098501,1081857,C01,
010541580,ROSS POWERS FOUNDATION,% PETER CARLISLE,7 OCEAN ST STE 2,S PORTLAND,ME,04106-2800,0000,03,3,1000,200311,1,04,000000000,1,01,202306,4,4,00,1,06,260091,131873,,B82,LEVEL FIELD FUND
010541594,COME BOATING,% NNEKA OLIPHANT,PO BOX 1188,BELFAST,ME,04915-1188,0000,03,3,1200,200112,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,N67,
010541597,MAINE TRADITIONAL MUSIC ASSOCIATION,% DOUGLAS M PROTSIK,116 PLEASANT COVE DR,WOOLWICH,ME,04579-4563,0000,03,3,2000,200801,1,16,000000000,1,01,202312,4,4,01,0,12,279749,457658,457658,A68,
010541632,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% JAMES PAUL,PO BOX 15,SOUTH WINDHAM,ME,04082-0015,0160,05,9,3000,195903,2,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,J40,L4095 GORHAM WINDHAM
010541703,ABUNDANT GRACE MINISTRIES,% PETER SCHEFF,PO BOX 541,BELFAST,ME,04915-0541,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010541764,MAINE FREEDOM OF INFORMATION COALITION,% SUZANNE GOUCHER,PO BOX 1418,WESTBROOK,ME,04098-1418,0000,03,3,2000,200111,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,R60,
010541817,PENQUIS DEVELOPMENT INC,% DENICE CONARY,PO BOX 1162,BANGOR,ME,04402-1162,0000,03,3,1000,200212,1,15,000000000,1,01,202309,7,6,01,0,09,5367375,1349299,1349299,L20,
010541887,INSTITUTE FOR A STRONG MAINE ECONOMY,% SCOTT SAMSON,128 STATE ST STE 101,AUGUSTA,ME,04330-5630,0000,06,3,3000,200201,2,00,000000000,1,01,202312,0,0,02,0,12,0,0,0,S41,
010541892,WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY,% WCEMSA,PO BOX 552,CALAIS,ME,04619-0552,0000,03,3,1000,200210,1,16,000000000,1,01,202406,6,6,01,0,06,1333171,1545737,1527147,E20,DOWNEAST EMS
010541924,MAINE LICENSED PRIVATE INVESTIGATORS ASSOCIATION,% HEATHER CARLE,PO BOX 1645,PORTLAND,ME,04104-1645,0000,06,3,2000,201205,2,00,000000000,1,01,202403,0,0,02,0,03,0,0,0,S41,
010541964,MILDRES STEVENS WILLIAMS MEMORIAL LIBARY,% DEBORAH KEIRAN,2916 SENNEBEC RD,APPLETON,ME,04862-6276,0000,03,3,2000,200203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B70,APPLETON LIBRARY
010542054,FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION INC,% ERICK APLAND,232 CLOVER MILL RD,FARMINGTON,ME,04938-5010,0000,03,3,1000,200206,1,15,000000000,1,01,202312,5,3,02,0,12,510768,38044,11724,N31,
010542223,WINTHROP FOOD PANTRY,% JOELLEN COTTRELL,PO BOX 82,WINTHROP,ME,04364-0082,0000,03,3,1000,200107,1,15,000000000,1,01,202412,5,4,01,0,12,505186,245943,234727,K31,
010542228,BROOKLIN KEEPING SOCIETY,% ARNOLD C HANSON,PO BOX 4,BROOKLIN,ME,04616-0004,0000,03,3,1000,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S99,
010542376,THE CHALLENGER LEARNNG CENTER OF MAINE,% WILLIAM BUCKLEY PRESIDENT,30 VENTURE WAY,BANGOR,ME,04401-4309,0000,03,3,1000,200110,1,15,000000000,1,01,202406,6,4,01,0,06,1128749,333069,333069,B28,
010542385,THE PHILIPPIAN FELLOWSHIP,% JEFFREY T NORTON,99 STORER RD,BREMEN,ME,04551-3400,0000,03,3,7000,200603,1,15,000000000,1,01,202312,3,4,01,0,12,68133,271682,271682,X12,
010542413,LIGHTHOUSE,% JOHN W GRANT PASTOR,544 POST RD,WELLS,ME,04090-4021,1588,03,9,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010542494,MIDCOAST COUNCIL OF GOVERNMENTS,% JEFFREY SNEDDON,PO BOX 62,DAMARISCOTTA,ME,04543-0062,0000,03,3,1000,200505,1,15,000000000,1,01,,0,0,14,0,06,,,,S31,
010542924,MAINE FILM AND VIDEO ASSOCIATION,% RICHARD KANE,125 FOREST AVE,PORTLAND,ME,04101-1961,0000,03,3,1200,201812,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A31,
010543011,MCGRAW ELEMENTARY PARENT TEACHER ORGANIZATION,,20 MAIN RD N,HAMPDEN,ME,04444-1306,0000,03,3,1200,202204,1,15,000000000,1,01,202407,0,0,02,0,07,0,0,0,B94,
010543062,NEW HOPE EVANGELICAL FREE CHURCH,,PO BOX 209,SOLON,ME,04979-0209,1729,03,9,1000,196504,0,10,059927602,5,01,,0,0,06,0,12,,,,,NEW HOPE EFC
010543103,MAINE COAST SKATERS ASSOCIATION,% KELLY FOGG,PO BOX 1166,ROCKPORT,ME,04856-0000,0000,03,3,1000,200107,1,16,000000000,1,01,202306,3,3,01,0,06,32102,88995,87989,N68,
010543105,CAPE ELIZABETH EDUCATION FOUNDATION,% SARAH A TIERNEY,PO BOX 6225,CAPE ELIZABETH,ME,04107-0000,0000,03,3,2000,200108,1,15,000000000,1,01,202306,5,4,01,0,06,888820,132456,120709,B122,
010543249,EASTERN TRAIL MANAGEMENT DISTRICT,,PO BOX 250,SACO,ME,04072-0250,0000,03,3,1000,200712,1,15,000000000,1,01,202306,4,4,01,0,06,174614,186816,186816,N30,
010543294,TRINITY JUBILEE CENTER INC,% TRINITY EPISCOPAL CHURCH,247 BATES ST,LEWISTON,ME,04240-7331,0000,03,3,1000,200109,1,15,000000000,1,01,202306,6,6,01,0,06,2639927,2106636,2103479,K30,
010543296,PORTLAND FIREFIGHTERS BURN FOUNDATIION,% PORTLAND FIREFIGHTERS BURN FOUND,380 CONGRESS ST,PORTLAND,ME,04101-3513,0000,03,3,1200,200205,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,E30,
010543385,MT BLUE COMMUNITY ACCESS TV INC,,270 MAIN ST,FARMINGTON,ME,04938-1720,0000,03,3,2000,200111,1,15,000000000,1,01,202312,3,4,01,0,12,60202,181894,181894,A32,FARMINGTON COLLEGE
010543416,DEXTER REGIONAL DEVELOPMENT CORPORATION,,4 MAIN ST,DEXTER,ME,04930-1375,0000,03,3,1000,200209,2,16,000000000,1,01,201412,4,2,00,0,12,103420,182485,117796,J22,
010543449,BOOTHBAY HARBOR ONE DESIGN ASSOCIATION,% ANDREW MARVIN,PO BOX 248,BOOTHBAY,ME,04537-0248,0000,03,3,2000,200608,1,15,000000000,1,01,202409,0,0,02,0,09,0,0,0,N99,
010543482,STAR CITY ATV CLUB,,PO BOX 1533,PRESQUE ISLE,ME,04769-1533,0000,03,3,1200,200303,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C60,
010543513,GRACE EVANGELICAL INC,% W LYMAN PHILLIPS,502 ODLIN RD,BANGOR,ME,04401-6708,0000,03,3,7210,200207,1,11,000000000,1,01,202306,5,5,13,0,06,734771,836407,399859,B40,
010543519,LA LECHE LEAGUE INTERNATIONAL INC,% CARLENE PARSONS,66 NORTH ST,ELLSWORTH,ME,04605-3347,3130,03,9,2100,197902,1,16,059120000,5,01,202303,0,0,02,0,03,0,0,0,,LLL DOWN EAST
010543550,MOOSE ALLEY RIDERS,% MALLORY NEWTON,PO BOX 387,BINGHAM,ME,04920-0000,0000,07,3,1000,200406,2,00,000000000,1,01,202212,3,3,01,0,12,44358,92787,92787,N50,
010543930,SAFE HARBOR CHURCH,% NORM LABONTE,7 TURNPIKE RD,SEARSPORT,ME,04974-3113,0000,03,3,7000,200203,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010544094,BRIXHAM MONTESSORI FRIENDS SCHOOL,% ALICA B JOHNSON-GRAFE,18 BRICKYARD CT,YORK,ME,03909-1601,0000,03,3,2100,200203,1,11,000000000,1,01,202406,6,6,01,0,06,1887927,1136389,1136389,B20,
010544132,OMAR BIN AL KHATTAB MASJID,% MOHAMMAD NASIR SHIR,54 WARREN AVE STE 208,PORTLAND,ME,04103-1168,0000,03,3,7000,200109,1,10,000000000,1,01,,0,0,06,0,12,,,,X40,
010544164,PEMBROKE LIBRARY ASSOCIATION,% FREDERICK GRALENSKI,PO BOX 225,PEMBROKE,ME,04666-0225,0000,03,3,1200,200108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B70,
010544167,LAUREN HAWKES FOUNDATION,% ANNE F LEDUE,418 MAIN ST,SPRINGVALE,ME,04083-1820,0000,03,3,1000,200407,1,14,000000000,1,01,,0,0,02,0,12,,,,P40,
010544282,MAIN STREET BATH,,15 COMMERCIAL ST,BATH,ME,04530-2505,0000,03,3,1000,200207,1,15,000000000,1,01,202312,4,4,01,0,12,163669,382629,183234,A80,
010544301,LAKES REGION ATV CLUB,% LONNEY GIRARD,161 POND RD,BRIDGTON,ME,04009-4702,0000,04,3,3000,200307,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N50,
010544302,FRIENDS OF JULIA ADAMS MORSE MEMORIAL LIBRARY,% MARNIE GARDNER,168 MERRILL HILL RD,GREENE,ME,04236-3915,0000,03,3,1000,200111,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B117,
010544395,DIXFIELD-DIRIGO ALUMNI ASSOCIATION,,PO BOX 359,DIXFIELD,ME,04224-0359,0000,03,3,1000,202008,1,16,000000000,5,01,202403,0,0,02,0,03,0,0,0,B82,
010544410,PIONEER EDUCATIONAL FOUNDATION,% KEVIN LAVOIE,PO BOX 35,SAINT AGATHA,ME,04772-0035,0000,03,3,1000,200201,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
010544416,MAINE COASTAL HABITAT FOUNDATION,,172 CLARK ISLAND RD,SPRUCE HEAD,ME,04859-4212,0000,03,3,2000,200109,1,03,000000000,1,01,202312,5,3,00,1,12,806331,67209,,U50,
010544421,OXFORD HILLS CHRISTIAN ACADEMY,% JUSTIN CAMPBELL,1134 MAIN ST STE A,OXFORD,ME,04270-3312,0000,03,3,1000,200207,1,11,000000000,1,01,202406,3,4,01,0,06,81307,163573,161227,B20,
010544440,GRAY COMMUNITY ENDOWMENT CORPORATION,% CARL HOLMQUIST,PO BOX 1376,GRAY,ME,04039-1376,0000,03,3,1000,200201,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P12,
010544448,UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION,% PETER MCKENNEY,246 DEERING AVE,PORTLAND,ME,04102-2837,0000,03,3,2000,200107,1,15,000000000,1,01,202306,7,6,01,0,06,6788781,1114658,1114658,B11,
010544468,FOUR DIRECTIONS DEVELOPMENT CORPORATION,,20 GODFREY DRIVE,ORONO,ME,04473-3608,0000,03,3,1000,200212,1,15,000000000,1,01,202309,8,6,01,0,09,15646979,2566410,2551410,L20,
010544480,HABITAT FOR HUMANITY INTERNATIONAL INC,% MARC CHADB,PO BOX 1972,WATERVILLE,ME,04903-1972,8545,03,9,1000,198701,1,15,029380000,1,01,202406,4,4,01,0,06,486500,168662,-656,L20Z,WATERVILLE AREA
010544485,FRIENDS OF THE BELGRADE PUBLIC LIBRARY,% DIANE BOURQUE TREASURER,PO BOX 474,BELGRADE,ME,04917-0474,0000,03,3,1000,200408,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B117,
010544489,PITTSTON LITERARY & HISTORICAL SOCIETY,,38 WHITEFIELD RD,PITTSTON,ME,04345-5178,0000,03,3,2300,202404,1,04,000000000,1,01,,0,0,00,1,12,,,,A82,
010544495,SANCTUARY,% GLEN E RAINSLEY,20 CURTIS AVE,CAMDEN,ME,04843-2008,0000,03,3,7000,200202,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010544501,PINELAND SUZUKI SCHOOL,% GORDON W WILCOX,PO BOX 604,MANCHESTER,ME,04351-0604,0000,03,3,2000,200403,1,16,000000000,1,01,202406,3,4,01,0,06,41845,128405,116462,A68,
010544539,MAINE GIRLS ICE HOCKEY ASSOCIATION,% LOUISE ROY,165 HATCH RD,NEW GLOUCESTR,ME,04260-3612,0000,03,3,1000,201407,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,N99,
010544561,MAINE MANUFACTURERS CAREER AND TRAINING FOUNDATION,% LISA MARTIN,87 WINTHROP ST STE 100,AUGUSTA,ME,04330-5554,0000,03,3,1000,200109,1,17,000000000,1,01,202312,4,3,02,0,12,201606,34502,18773,B82,
010544565,WEST QUODDY HEAD LIGHT KEEPERS ASSN,% DIANA,PO BOX 84,LUBEC,ME,04652-0084,0000,03,3,1000,200312,1,15,000000000,1,01,202312,3,3,01,0,12,60008,67120,32827,P99,
010544608,CLEARWATER MINISTRIES INC,% BOB HEALY,19 HENNESSEY RD,INDUSTRY,ME,04938-4120,0000,03,3,1000,200201,1,15,000000000,1,01,202503,0,0,02,0,03,0,0,0,K31,
010544638,NORWAY PARIS COMMUNITY TELEVISION,% STEPHEN D GALVIN,3 HARRISON RD,NORWAY,ME,04268-5200,0000,03,3,1000,200207,1,15,000000000,1,01,202406,4,4,01,0,06,128612,113096,113096,A32,
010544684,FRIENDS OF FORT WILLIAMS PARK,,299 OCEAN HOUSE RD,CAPE ELIZABETH,ME,04107-2455,0000,03,3,1000,200108,1,16,000000000,1,01,202402,5,4,01,0,02,514354,133166,133166,N32,
010544705,ST ANTHONYS MONASTERY ASSOCIATION INC,,PO BOX 273,KENNEBUNK,ME,04043-0273,0000,03,3,1000,200111,1,16,000000000,1,01,202312,4,1,02,0,12,108422,102,102,X11,
010544749,CAMBODIAN ARTS AND SCHOLARSHIP FOUNDATION,% FREDERICK LIPP,PO BOX 18186,PORTLAND,ME,04112-8186,0000,03,3,1000,200108,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A20,
010545080,ACADIA COMMUNITY THEATER,% ANTHONY K ST DENIS,PO BOX 301,MOUNT DESERT,ME,04660-0301,0000,03,3,1000,200205,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A65,
010545125,MONMOUTH ACADEMY TRUSTEES OF,% DAVID HECKMAN,157 ACADEMY RD,MONMOUTH,ME,04259-7037,0000,03,3,2000,196207,0,11,000000000,1,01,202402,6,5,01,0,02,2057400,708429,33547,,
010545327,PENOBSCOT VALLEY HOSPITAL,% RONALD D VICTORY,PO BOX 368,LINCOLN,ME,04457-0368,0000,03,3,1000,200201,1,12,000000000,1,01,202312,7,8,01,0,12,7718433,23640176,23640176,E20,
010545335,UNITED AMBULANCE,% PAUL A GOSSELIN,192 RUSSELL ST,LEWISTON,ME,04240-5435,0000,03,3,1000,200203,1,16,000000000,1,01,202406,6,7,01,0,06,4506561,9723665,9703232,E62,
010545343,SOUTHERN MAINE VETERANS MEMORIAL CEMETERY ASSOCIATION,% ED PARSONS,83 STANLEY RD,SPRINGVALE,ME,04083-6301,0000,03,3,1000,201509,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,W30,
010545369,HYSSONG FAMILY MINISTRIES,% DELL R HYSSONG,36 FOREST ST W,ROCKPORT,ME,04856-4605,0000,03,3,1270,200211,1,15,000000000,1,01,202312,4,5,01,0,12,374539,584803,556213,X80,
010545441,AMAZING GRACE FELLOWSHIP INC,% TAMMY SIMTH,PO BOX 62,BREWER,ME,04412-0062,0000,03,3,7000,200204,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
010545442,FRIENDS OF COBBOSSEE WATERSHED DISTRICT,% WARREN E WINSLOW JR REG AGENT,PO BOX 206,EAST WINTHROP,ME,04343-0206,0000,03,3,1000,200205,1,15,000000000,1,01,202212,4,5,01,0,12,219857,609767,578871,C32,
010545593,VICKY E MORGAN FOUNDATION,% ROBIN DOW,PO BOX 164,SEARSMONT,ME,04973-0164,0000,03,3,1000,200310,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,Q30,
010545607,SOUTHERN AROOSTOOK AGRICULTURAL MUSEUM,% BARRY CAMPBELL,1678 US HWY 1,LITTLETON,ME,04730-6114,0000,03,3,1000,200204,1,15,000000000,1,01,202402,5,4,01,0,02,589845,216204,210196,A50,
